Nazwisko aktualne,Liczba
GRZEGORZEWSKA,2820
SOSIŃSKA,2819
KULIGOWSKA,2814
KRAWCZYŃSKA,2809
STARZYŃSKA,2808
SZLACHTA,2808
MIROWSKA,2806
STAROŃ,2805
CHRUŚCIEL,2803
MACIASZEK,2801
GĄDEK,2800
KARBOWSKA,2794
SĘKOWSKA,2794
BORECKA,2790
BOGDANOWICZ,2788
JELEŃ,2788
KOTARSKA,2788
WOJNOWSKA,2788
JARECKA,2784
WOLNY,2783
PORĘBA,2782
MROZIŃSKA,2778
PAJOR,2778
KUSZ,2777
WIATR,2777
BOROWIECKA,2776
SAGAN,2775
WĄSOWICZ,2774
BABIARZ,2773
NOWOSIELSKA,2773
NIEDŹWIEDŹ,2771
NOCOŃ,2771
RAKOCZY,2771
SZNAJDER,2770
LACHOWSKA,2769
MAŁOLEPSZA,2766
BORUCKA,2765
SZCZOTKA,2765
KRZAK,2764
KLOC,2759
CYWIŃSKA,2757
MATYJA,2756
SYNOWIEC,2752
BOROWICZ,2751
KUPCZYK,2748
TROJAN,2744
MAJER,2743
BIEGAŃSKA,2741
OLEKSIAK,2741
JEŻ,2739
STRZELEC,2738
ZDANOWICZ,2736
BLOCH,2734
DAWIDOWICZ,2734
PRZYGODA,2733
KURKOWSKA,2731
CHOWANIEC,2730
TRAWIŃSKA,2730
GROMEK,2721
DAWIDOWSKA,2719
KARWACKA,2719
BARCZYK,2716
KOSIOREK,2713
WOJTKOWSKA,2713
MIELNIK,2710
GAJOS,2709
ŁUKOMSKA,2707
HOFMAN,2702
MADEJSKA,2701
OGRODNIK,2695
POZNAŃSKA,2688
BĄCZEK,2687
OLESIŃSKA,2686
WOJDYŁA,2683
WOLAŃSKA,2682
RUSINEK,2680
WOJNAROWSKA,2679
KĘPIŃSKA,2673
MATEJA,2670
ROZMUS,2669
GANCARZ,2665
RUSZKOWSKA,2665
ZDROJEWSKA,2664
ADAMKIEWICZ,2660
PODOLSKA,2660
TOBIASZ,2656
WIERZBOWSKA,2656
KUDŁA,2654
PACIOREK,2654
BOCHEŃSKA,2649
KOCUR,2648
ŁYSIAK,2648
KOCH,2647
JANKIEWICZ,2646
DZIĘCIOŁ,2645
JEŻEWSKA,2644
JAROCKA,2643
KUTA,2641
OGONOWSKA,2640
MISIEWICZ,2639
WOŹNICKA,2637
JÓZEFOWICZ,2636
ĆWIEK,2633
KUNA,2631
SUCHODOLSKA,2630
BOGUSŁAWSKA,2629
KISIELEWSKA,2627
KUŁAKOWSKA,2624
PIENIĄŻEK,2624
GOLONKA,2621
SARNA,2620
KLIŚ,2614
PŁACZEK,2613
STACH,2609
DZIĘGIELEWSKA,2606
HAŁAS,2605
KWAŚNIAK,2605
RATAJ,2605
KOSSAKOWSKA,2601
ZWIERZCHOWSKA,2601
DEPTUŁA,2600
SAMBORSKA,2598
KOTOWICZ,2596
KUŹMIŃSKA,2596
SROCZYŃSKA,2596
FLORCZYK,2595
KARPOWICZ,2595
TARKOWSKA,2595
WALKIEWICZ,2594
POKORSKA,2593
SAJDAK,2593
SOBKOWIAK,2593
BARTOSIAK,2592
STAWSKA,2592
MĄKA,2590
KOSIOR,2589
KUBALA,2589
ANIOŁ,2588
BAŃKOWSKA,2587
POŚPIECH,2587
SZUMSKA,2585
KORCZYŃSKA,2584
MROZIK,2584
MYSZKA,2584
JELONEK,2583
PIECHOWIAK,2582
GUZEK,2581
KRASOŃ,2581
RYBCZYŃSKA,2581
BIELICKA,2580
ABRAMOWICZ,2578
GŁOWACZ,2577
JACH,2577
WĄS,2576
PAWŁOWICZ,2572
PTASZYŃSKA,2570
ROGUSKA,2569
KAWCZYŃSKA,2566
POPEK,2565
GLINKA,2564
BAJOR,2562
MYSZKOWSKA,2558
KRASIŃSKA,2556
MĄDRA,2554
BAŁDYGA,2551
FILIPOWSKA,2550
ZAJDEL,2547
ŁĄCKA,2545
GÓRZYŃSKA,2544
KASPROWICZ,2543
ZAJKOWSKA,2543
OLESZCZUK,2537
PIRÓG,2534
PISKORSKA,2534
BOCIAN,2533
ŻOCHOWSKA,2533
BADOWSKA,2532
CAŁKA,2531
ADAMCZUK,2529
PANKOWSKA,2529
SAWCZUK,2527
ZIAJA,2527
MROZOWSKA,2526
PUZIO,2525
WYSOKIŃSKA,2525
WLAZŁO,2524
JANIKOWSKA,2521
BOGUSZEWSKA,2519
SKRZYŃSKA,2516
SIEMIŃSKA,2515
FRĄCKIEWICZ,2511
KULCZYCKA,2510
KICIŃSKA,2509
TOMASZEK,2508
MARCZYK,2507
ŻMIJEWSKA,2504
BANASZKIEWICZ,2497
DRZAZGA,2493
MARCZUK,2493
SKRZYPIEC,2492
RACHWAŁ,2490
SWOBODA,2490
TWOREK,2489
ŁUKAWSKA,2488
DZIK,2485
SUŁEK,2485
WOJEWODA,2485
DYBOWSKA,2483
GUZOWSKA,2483
RZEŹNIK,2483
JANIEC,2481
JASKUŁA,2480
NOSEK,2479
MATUSZEK,2475
PRZYBYŁEK,2467
STANKOWSKA,2467
WINKLER,2467
CISZEK,2465
GŁUCHOWSKA,2465
SŁOTA,2465
BĘBEN,2462
WOJNAR,2462
KUCZERA,2460
LISEK,2460
FORTUNA,2459
JAKUBIK,2457
KUPIS,2457
ANDRZEJAK,2455
RYNKIEWICZ,2455
ROLA,2453
KUKLIŃSKA,2451
NYKIEL,2451
SKUPIEŃ,2451
DOMINIK,2450
POLOK,2447
DURAJ,2446
OLEK,2445
STARCZEWSKA,2445
IGNACZAK,2439
CHOLEWIŃSKA,2438
DANILUK,2437
PACH,2437
KNOP,2434
KOPKA,2433
MITURA,2433
ŁOBODA,2432
PAWLACZYK,2431
ROZWADOWSKA,2431
ŻBIKOWSKA,2431
JODŁOWSKA,2430
ABRAMCZYK,2429
KUŚNIERZ,2427
KUŹNIAR,2427
KUPCZAK,2422
KULKA,2420
ŁATA,2420
FORYŚ,2419
KĘDZIA,2419
DOPIERAŁA,2418
SŁOWIKOWSKA,2418
KOC,2415
SPYCHALSKA,2414
SOBIERAJSKA,2413
ZADROŻNA,2411
MACIEJCZYK,2410
ŁUKASIAK,2409
STADNIK,2409
MAĆKOWSKA,2408
OZIMEK,2407
GAWŁOWSKA,2405
CISEK,2404
PIASKOWSKA,2403
DEPTA,2401
FORNAL,2400
LUBIŃSKA,2400
DĘBIŃSKA,2399
SOSNA,2396
SIWAK,2394
SOJA,2393
CICHY,2391
ŁUKOWSKA,2389
CHOIŃSKA,2384
CZERNIAWSKA,2382
CHUDA,2381
ZABIELSKA,2380
GONDEK,2379
GÓRCZYŃSKA,2377
KOZUB,2376
MOROZ,2376
PRZYBYLAK,2376
KLIMOWICZ,2375
BRYK,2373
NIZIOŁEK,2373
CELIŃSKA,2370
GAWĘDA,2369
ROWIŃSKA,2369
KLIMKIEWICZ,2368
JAROSIŃSKA,2367
PIWOŃSKA,2367
BARTOSZEWICZ,2364
STAWARZ,2363
FORMELA,2362
ROGULSKA,2362
JANUSZKIEWICZ,2361
WALICKA,2360
CABAJ,2357
POŁEĆ,2356
WIKTOR,2356
ZIENKIEWICZ,2353
FICEK,2350
KROK,2350
ĆWIKŁA,2348
KOŁEK,2346
KOBIELA,2345
CHUDY,2344
BARCZAK,2343
KALISZEWSKA,2343
PACEK,2343
KRZYŻANIAK,2342
ŁAKOMA,2341
CZARNOWSKA,2340
GRABIEC,2340
KRYGIER,2338
KRZEMIEŃ,2338
WALASEK,2336
PŁUCIENNIK,2335
SZPAKOWSKA,2335
JANECKA,2332
MOSZCZYŃSKA,2332
SKRZYPCZYK,2332
GUTKOWSKA,2330
KAZIMIERSKA,2330
SOŁTYSIK,2328
IDZIKOWSKA,2327
PAWEŁCZYK,2327
WOJTYSIAK,2326
BALIŃSKA,2322
GIERSZEWSKA,2322
KUBAS,2322
SIWIŃSKA,2322
JANOWICZ,2321
PIECHA,2319
KORALEWSKA,2316
MIODUSZEWSKA,2316
PŁACHTA,2316
GIERCZAK,2315
PANKIEWICZ,2314
DEMBIŃSKA,2313
POKORA,2313
KILIAN,2312
BINKOWSKA,2311
KĘDRA,2306
PIECUCH,2305
SZMYT,2305
POLKOWSKA,2303
HEBDA,2299
LASKA,2299
PAWEŁEK,2293
URBANIK,2293
BUDNIK,2292
LISZEWSKA,2292
FILA,2291
WICHER,2291
KURIATA,2288
SZEWC,2288
PŁÓCIENNIK,2285
TERLECKA,2283
BIŃKOWSKA,2281
MAŁACHOWSKA,2280
ZDANOWSKA,2280
KLICH,2278
CIEŚLAR,2277
BARSZCZEWSKA,2276
BIENIAS,2276
KLIMCZYK,2276
KWAPISZ,2271
MOKRZYCKA,2270
JASIAK,2269
OPALIŃSKA,2269
BIEDRZYCKA,2262
ROMAŃCZUK,2262
ŻACZEK,2261
PATYK,2259
SOBALA,2259
CHLEBOWSKA,2256
ŚWIĘCICKA,2256
POPIEL,2255
CHRZĄSZCZ,2254
SKUZA,2251
WIATROWSKA,2251
DOMARADZKA,2248
KLESZCZ,2248
NIEDBAŁA,2245
ŚWITALSKA,2245
CICHOWSKA,2244
SKOTNICKA,2243
KRZYSZTOFIK,2238
PIEKARCZYK,2238
PNIEWSKA,2231
WANAT,2231
POŹNIAK,2230
SAŁATA,2230
CICHECKA,2227
KOSEK,2227
BAJER,2224
GIBAS,2224
MICKIEWICZ,2224
GAWRYŚ,2222
PIKUŁA,2222
LABUDA,2220
LUPA,2220
STAWIARSKA,2219
CZOP,2218
KASIŃSKA,2217
CZERNIK,2216
ANDRUSZKIEWICZ,2215
CHMIELECKA,2215
DRAB,2215
KACPERSKA,2215
ŁADA,2215
CHUDZIŃSKA,2214
BĄCZKOWSKA,2210
ULATOWSKA,2209
RUTA,2208
KOWNACKA,2207
LENARTOWICZ,2204
ŻABIŃSKA,2204
BASIŃSKA,2203
PIECHOWSKA,2202
SOBIECH,2202
WACHOWICZ,2202
GOŁDA,2201
WALASZCZYK,2201
PIWKO,2199
MIŁEK,2198
KUKUŁA,2197
SAS,2197
KUŁAGA,2196
PALKA,2192
KOŚMIDER,2191
KOZIKOWSKA,2191
KUFEL,2191
KOPIEC,2190
PIETRUCHA,2190
ORLIŃSKA,2188
OBARA,2187
KALICKA,2185
PUSTELNIK,2185
SYPNIEWSKA,2183
STEFANOWICZ,2182
SZEWCZAK,2181
WILKOWSKA,2179
ZAWADKA,2179
SARNECKA,2178
SIEŃKO,2178
KIERZKOWSKA,2176
PAWLUS,2175
MELLER,2174
SEMENIUK,2174
WARDA,2174
OCHMAN,2173
GRABIŃSKA,2172
KARWAT,2172
PRZYBYŁO,2172
FISZER,2171
STEFANOWSKA,2171
SZMIT,2171
JAWOROWSKA,2170
CHĘCIŃSKA,2168
ORLIK,2168
MARCINEK,2167
BARTOSZ,2166
CZERNECKA,2165
WOLANIN,2165
TABAKA,2164
MATYSEK,2161
GŁUSZEK,2160
JASEK,2160
KWAŚNIK,2157
MOŚCICKA,2157
JUREWICZ,2155
KOŻUCH,2154
SZCZĘCH,2154
GWIZDAŁA,2150
POLOCZEK,2150
MACIAK,2147
SZYDŁO,2147
KASPRZYCKA,2144
ŁOZIŃSKA,2144
MIERNIK,2144
BORZĘCKA,2143
BĘBENEK,2142
ROSTKOWSKA,2142
BONIECKA,2139
ŁUKASZCZYK,2139
SOLARZ,2139
JURASZEK,2138
KUR,2138
NIKIEL,2138
GONTARZ,2136
KOCOT,2136
MIAZGA,2134
SZYMURA,2134
GRUSZECKA,2133
ISKRA,2132
ANTOSIK,2130
FEDOROWICZ,2130
MRUK,2130
BORAWSKA,2128
ROJEWSKA,2128
RYSZKA,2128
KARBOWIAK,2126
KORYCKA,2125
SASIN,2125
DRAGAN,2124
PIELA,2124
SZCZĘŚNIAK,2123
PONIATOWSKA,2122
ŁASKA,2121
WAWER,2121
CZARNIK,2120
PLATA,2120
JURGA,2118
LEJA,2116
MIELEWCZYK,2116
NARLOCH,2116
KUŹNIK,2115
BROŻYNA,2114
HINC,2114
ŻYDEK,2111
SADKOWSKA,2109
GÓRNIK,2108
SAŁEK,2108
BŁASIAK,2104
CIESZYŃSKA,2104
BOCZKOWSKA,2103
RODZIEWICZ,2103
DZIUBEK,2102
MICHALEC,2102
KOTECKA,2101
ZDUŃCZYK,2100
ŚWINIARSKA,2099
SPYRA,2098
PIETKIEWICZ,2096
MYŚLIŃSKA,2093
LEWKOWICZ,2092
KLEPACKA,2090
IGNASIAK,2089
JASIK,2087
JÓZEFIAK,2086
BUDNA,2085
PLISZKA,2085
SZYMBORSKA,2084
POLAKOWSKA,2082
WSZOŁEK,2081
KISZKA,2078
ZIOBRO,2077
BOMBA,2076
JABŁONOWSKA,2075
LECHOWICZ,2075
TARASIUK,2074
DMOCHOWSKA,2072
OKOŃSKA,2072
BARTOSZEWSKA,2070
DYRDA,2069
GŁODEK,2069
PRUSAK,2069
MOMOT,2068
TYSZKIEWICZ,2068
LIGĘZA,2066
KAIM,2064
STEFAŃCZYK,2063
BURA,2061
BAŃKA,2059
KWAŚNA,2059
MAJCHROWSKA,2056
KOPERSKA,2055
NOWOSAD,2055
OLEJARZ,2054
KACPRZYK,2053
MANIA,2053
CISOWSKA,2052
JAGŁA,2052
KRYŃSKA,2051
BABIŃSKA,2050
KOWALKOWSKA,2050
ZELEK,2050
PIETRASIK,2048
POGODA,2048
NAPORA,2047
MLECZKO,2046
SAMSEL,2046
CZECHOWICZ,2045
BIL,2043
KUŚMIERCZYK,2043
MUSIELAK,2042
ŻELAZNA,2042
PORADA,2041
GAWIN,2040
LANGNER,2040
FIRLEJ,2038
JASZCZUK,2038
BĘDKOWSKA,2036
SCHULZ,2035
STASIK,2035
BOCZEK,2034
GRALAK,2034
SUSZEK,2031
WILCZAK,2030
SZYSZKO,2028
KUSTRA,2027
PIETRUSZEWSKA,2024
WRONKA,2022
RZEPA,2021
NĘDZA,2020
WEGNER,2019
DEREŃ,2018
KLOCEK,2017
SOBIECKA,2017
DEJA,2013
ŁĘCKA,2013
PIETRASZEK,2013
WOJTAŚ,2013
ŻÓŁTOWSKA,2013
KŁAK,2012
SAK,2011
GŁUCH,2010
KACZMARZYK,2009
PAWLUK,2008
GOŹDZIK,2007
KOSAKOWSKA,2007
BYKOWSKA,2006
GRAD,2006
MALCZYK,2006
KONIK,2005
MRÓWKA,2005
SKWARA,2005
BOROWIK,2004
DMOWSKA,2004
CIECHANOWSKA,2003
DOMIN,2003
MOCZULSKA,2001
PALIWODA,2001
WŁODARCZAK,2001
KĄDZIELA,1999
MĄCZYŃSKA,1999
PRZYBOROWSKA,1999
CZEKALSKA,1996
KASZA,1996
STRZYŻEWSKA,1996
KOSECKA,1994
GIEMZA,1993
JANCZEWSKA,1993
SÓJKA,1992
WASILUK,1990
WINIARCZYK,1989
BRYL,1988
MACHURA,1988
ŚWIDEREK,1988
JAGIEŁA,1987
BALCER,1986
PASIEKA,1982
ZARZECKA,1979
NOWIK,1978
KONKOL,1975
CIOSEK,1974
MATKOWSKA,1974
PEPLIŃSKA,1974
PYTLIK,1974
SUDER,1973
JARZYNA,1972
SUKIENNIK,1969
TARGOSZ,1969
PIEKUT,1968
SADŁOWSKA,1968
TAŃSKA,1967
BATKO,1966
KOCIOŁEK,1964
KRYSZTOFIAK,1963
MÜLLER,1963
ORLIKOWSKA,1962
BARNAŚ,1958
MNICH,1956
TOCZEK,1954
LIPOWSKA,1952
PACHOLSKA,1952
ŚWISTAK,1951
GORZKOWSKA,1950
KUBIŃSKA,1950
TYSZKA,1950
PRZYTUŁA,1949
CZARKOWSKA,1948
KRUPSKA,1948
ZWIERZYŃSKA,1947
KRYNICKA,1946
WIKTOROWICZ,1946
RICHTER,1945
PARZYCH,1944
BUTKIEWICZ,1942
ZĄBEK,1942
GĘBALA,1940
KUŚMIERZ,1940
KRZYWICKA,1939
BRZÓSKA,1937
PAWELCZYK,1936
CZEKAŁA,1933
OSIAK,1932
MACHAJ,1931
KOCIK,1930
JEDLIŃSKA,1929
AUGUSTYNOWICZ,1928
REGULSKA,1927
SKOCZEŃ,1926
STARZYK,1926
ŻYWICKA,1926
WOJTALA,1924
SABAT,1923
SOBOL,1919
CHRZAN,1917
GRALA,1917
KANTOR,1917
PAKULSKA,1916
KARBOWNIK,1915
SUWAŁA,1915
WIERZBA,1915
GRZESZCZAK,1914
STAROSTA,1914
TĘCZA,1914
CZERSKA,1913
KĄDZIOŁKA,1913
CEGIELSKA,1912
KMIECIAK,1910
KOTAS,1910
MICHNA,1910
WALA,1910
GRONOWSKA,1908
FIJOŁEK,1907
GALANT,1906
BIAŁOWĄS,1905
DUTKA,1905
JARZĄB,1905
NGUYEN,1905
BRZOSTEK,1904
CHYŁA,1904
JAŃCZAK,1904
PASZKO,1904
WĄTROBA,1904
CHMIELOWIEC,1903
NIEWĘGŁOWSKA,1903
TARNAWSKA,1903
WASZCZUK,1903
STANIK,1902
KRZYWDA,1901
LUBAŃSKA,1901
BAŁA,1900
PŁAZA,1900
LESIŃSKA,1899
KALEMBA,1898
MATUSZCZYK,1898
GÓRNICKA,1897
STRUZIK,1896
ŁAGOWSKA,1895
TYCZYŃSKA,1895
PUDŁO,1894
STAŚKIEWICZ,1894
DZIUBIŃSKA,1893
JURA,1893
DRĄŻEK,1891
KUŁAK,1891
BOLEK,1889
FILIPKOWSKA,1888
BARTKIEWICZ,1887
JOPEK,1887
MALIŃSKA,1887
RUSIECKA,1887
PTASIŃSKA,1885
RAWSKA,1885
SKOCZEK,1885
GRAJEWSKA,1883
LANGER,1883
ZAŁUSKA,1883
WASIK,1882
GRĄDZKA,1879
GRZEGOREK,1879
PRZYWARA,1879
DANIELEWICZ,1878
SZMIGIEL,1878
SŁOMSKA,1877
WOLF,1877
PROKOPOWICZ,1875
KORCZ,1874
MIGDAŁ,1873
ROMANOWICZ,1873
MISZCZUK,1870
OLKOWSKA,1869
SZERSZEŃ,1869
BRZOZA,1866
CIEPLIŃSKA,1866
IDZIAK,1866
KIJEWSKA,1865
CHODOROWSKA,1864
FRYC,1863
GÓŹDŹ,1861
KACZKOWSKA,1861
PIÓRO,1860
SZABLEWSKA,1860
BOROWA,1859
GINTER,1857
KOTWICA,1857
LISIAK,1857
TALAGA,1857
ZAWIERUCHA,1854
JARZYŃSKA,1852
LIPA,1851
MAGDZIARZ,1851
JUSZKIEWICZ,1850
SKARŻYŃSKA,1848
MAŁKIEWICZ,1847
JĘDRZEJAK,1846
SZCZECIŃSKA,1846
MIŁKOWSKA,1845
CZOPEK,1841
ROKOSZ,1841
SOBECKA,1841
KOSICKA,1838
ŻABA,1838
BLICHARZ,1833
KAPAŁA,1833
KONIOR,1832
SAKOWICZ,1832
DZIADOSZ,1831
CHROSTOWSKA,1830
WIĘCŁAW,1830
GŁÓD,1829
KUKIEŁKA,1829
GOŁAWSKA,1828
KRAWCZAK,1828
GOŁDYN,1827
KRET,1827
BARTOS,1826
CHMIELOWSKA,1825
DOLECKA,1825
PAŁASZ,1825
PODOLAK,1825
BAJOREK,1823
ŚMIETANA,1822
DOROSZ,1821
FOJCIK,1820
KRASNODĘBSKA,1820
MAKOWIECKA,1820
MARCZYŃSKA,1819
GODEK,1818
RAFALSKA,1818
KOLIŃSKA,1817
MARTYNIUK,1817
KURZEJA,1816
MIELNICZUK,1816
KRZYŻAK,1815
TARCZYŃSKA,1815
SIWIK,1814
PTASZEK,1812
ARCISZEWSKA,1811
KRYSIŃSKA,1811
BARYŁA,1810
BUCZAK,1810
CIUPA,1810
KUCZKOWSKA,1809
MAKSYMIUK,1808
WALTER,1807
RADZIEJEWSKA,1805
RYDZ,1803
SULIMA,1803
SMAGA,1802
SZCZEPKOWSKA,1802
PABIAN,1801
FURMANEK,1800
WALKOWSKA,1800
WOŁOWIEC,1800
KARP,1799
ŁOJEK,1799
DASZKIEWICZ,1797
CIECIERSKA,1796
BARSKA,1795
RAPACZ,1795
STRÓŻYK,1795
GOLIK,1794
NIEWIŃSKA,1794
JAREK,1792
ŁUKASZUK,1791
ADAMOWSKA,1790
FIC,1787
KURPIEWSKA,1787
STĘPIŃSKA,1787
JAWOREK,1786
KABAT,1786
MICHNIEWICZ,1786
MIŁOSZ,1786
MŁYŃSKA,1786
ŻUROWSKA,1786
KMITA,1785
SZAŁKOWSKA,1783
PERZ,1782
WOŹNY,1782
WALCZUK,1781
SIELSKA,1779
TKOCZ,1779
STYŚ,1778
CIURA,1777
KARCZMARCZYK,1777
KOŁTUN,1776
PADUCH,1776
WOCH,1776
CYBULA,1775
DOBEK,1775
MRÓWCZYŃSKA,1775
PALUSZKIEWICZ,1774
BRZEZICKA,1773
JAROSZEWICZ,1772
ZIÓŁEK,1772
KOCHAN,1771
DOMBROWSKA,1770
KONARZEWSKA,1770
KUPKA,1770
SARZYŃSKA,1770
JAMROZIK,1769
GĘBSKA,1768
SAWA,1768
SIEKIERSKA,1767
OBRĘBSKA,1765
WOJTKIEWICZ,1765
JANOTA,1764
BISKUPSKA,1763
GĘBKA,1760
JAŻDŻEWSKA,1760
KONIECZKA,1760
ZYŚK,1760
GROMADZKA,1759
HAWRYLUK,1759
MARSZAŁ,1759
ŚMIAŁEK,1758
RYCHTER,1757
BŁOCH,1756
PSZCZÓŁKOWSKA,1754
ZANIEWSKA,1753
RADZIK,1752
WOJTAL,1751
FRANCZYK,1750
FALKIEWICZ,1749
NIEDŹWIEDZKA,1749
GNIADEK,1747
LIBERA,1747
BIAŁY,1746
RAJEWSKA,1746
BORUTA,1745
ZAMOJSKA,1745
KULCZYŃSKA,1744
STEFANIUK,1744
ANTONOWICZ,1742
LATOS,1741
OCHOCKA,1741
PRZYBYŁOWSKA,1741
KASPERCZYK,1739
BRYŚ,1738
DURKA,1738
FĄFARA,1738
RUSAK,1738
ŚWIĘTEK,1738
WIEWIÓRA,1738
BUJNOWSKA,1737
SIECZKA,1735
DĘBEK,1734
WEISS,1734
JAKUBEK,1733
PŁOTKA,1732
PAŁCZYŃSKA,1731
ANTONIUK,1730
GAPIŃSKA,1730
KRAUS,1729
POMORSKA,1729
JASZCZAK,1727
KOBIAŁKA,1727
WENCEL,1727
KĘSKA,1726
TYBURSKA,1726
IDZIK,1725
PRUSZYŃSKA,1725
STOLAREK,1725
KUMOR,1724
KURDZIEL,1724
PALACZ,1723
SKAWIŃSKA,1723
JELIŃSKA,1722
KOTLIŃSKA,1722
MADEJA,1722
PASTUSZAK,1722
SOSZYŃSKA,1721
STACHYRA,1721
BRZÓZKA,1720
FIEDOROWICZ,1720
GACA,1720
OCZKOWSKA,1720
WĄDOŁOWSKA,1720
DRZYMAŁA,1719
MAŚLAK,1719
KASZUBOWSKA,1718
PAŁYS,1718
KOCOŃ,1716
ROSÓŁ,1716
WOŁEK,1715
CZARNOCKA,1714
GALUS,1713
BIGOS,1710
GAŁKOWSKA,1709
JARZĘBSKA,1709
GAŁEK,1707
JANECZKO,1707
OPAŁKA,1707
SULEJ,1707
FRONTCZAK,1705
MIGAS,1705
NOGAJ,1704
SOKALSKA,1704
WENTA,1704
KARASIEWICZ,1703
MARCHLEWSKA,1703
WALEWSKA,1702
KULAK,1700
RAJSKA,1699
GAIK,1697
REK,1697
ŻYŁKA,1697
MICHTA,1696
FOLTYN,1694
GRUBA,1694
KROPIDŁOWSKA,1691
RĘBISZ,1690
SIEK,1690
SKÓRSKA,1690
CHABOWSKA,1689
SADŁO,1689
SCHNEIDER,1689
BAZAN,1688
OLSZÓWKA,1687
MUSIALIK,1686
WOŹNICZKA,1686
DZWONKOWSKA,1684
KIJAK,1684
NIZIOŁ,1683
KWIDZIŃSKA,1682
DĄBROWA,1681
KŁYS,1681
SŁUPSKA,1681
ZIEMIŃSKA,1681
NAWARA,1680
NEJMAN,1679
GALA,1678
RYGIELSKA,1678
ŻĄDŁO,1678
GRZANKA,1677
GUZY,1676
JAROSZEK,1676
ŁUPIŃSKA,1676
SKRZYNIARZ,1675
SOLIŃSKA,1674
FIGURSKA,1673
KIEDROWSKA,1673
SŁOMA,1673
SOBIESKA,1672
STARZEC,1672
CIBOROWSKA,1670
KOŹLIK,1670
NAKONIECZNA,1670
SMOLAK,1669
CZARNIECKA,1668
PACYNA,1668
GUCWA,1667
JAKUBOWICZ,1667
PAROL,1667
ŻYGADŁO,1667
BARTYZEL,1665
LEHMANN,1665
ROGACKA,1663
BACZEWSKA,1662
BUJALSKA,1660
GOŚCINIAK,1659
SZREDER,1659
WALASZEK,1659
WRZESZCZ,1659
DERDA,1658
KARDAS,1657
KLUCZYŃSKA,1657
HOPPE,1656
KLIMKOWSKA,1656
KURZYŃSKA,1656
KRYCZKA,1655
RZESZUTEK,1654
BRZYSKA,1653
RADWAN,1653
STRZAŁKA,1653
BURAK,1652
CZARNA,1652
GREŃ,1651
MALINA,1649
BAKALARZ,1648
RUTKA,1648
GRZĘDA,1647
SZYMKIEWICZ,1647
BĄCZYK,1646
FABER,1646
SMOLARCZYK,1646
DEMBOWSKA,1645
MIOTK,1645
GARCZYŃSKA,1643
SKÓRKA,1643
BRODZIŃSKA,1642
BYCZKOWSKA,1642
MOŻDŻEŃ,1642
CEGLAREK,1641
PILECKA,1641
ŚWIERCZEWSKA,1641
ŚMIGIEL,1640
BŁAŻEJCZYK,1638
DUCH,1638
DUDKA,1638
DOMŻALSKA,1637
GRODZICKA,1637
KRAMARZ,1636
WYKA,1636
BŁASZKOWSKA,1634
ZACHARSKA,1633
BONK,1632
DZIEWULSKA,1632
KOCJAN,1632
WAJS,1631
BODNAR,1630
FUCHS,1629
GARSTKA,1629
KUBAT,1629
SITKOWSKA,1627
GARBOWSKA,1626
ŁABĘDZKA,1625
ŻAKOWSKA,1625
BRODZIAK,1623
DZIADEK,1623
KOSSOWSKA,1623
DZIEKAN,1622
STANIEK,1622
SURMACZ,1620
BANASZCZYK,1619
KACZOREK,1618
PRZYGODZKA,1618
RADOŃ,1618
GRADOWSKA,1617
SZYMONIAK,1617
KAPŁON,1616
LENKIEWICZ,1616
PALA,1616
KONEFAŁ,1615
KUBIŚ,1614
KUĆ,1614
ŁOPATA,1614
KEMPIŃSKA,1613
PUDEŁKO,1613
KOTULA,1612
MAZGAJ,1612
MIKRUT,1611
BACH,1610
REKOWSKA,1610
WIELICZKO,1610
MATYS,1609
ZAPART,1608
BABICZ,1607
DANIELAK,1607
PIECZONKA,1607
BUCHTA,1606
STRĄCZEK,1605
ZABORSKA,1605
BIZOŃ,1604
GRZYWA,1603
KOPAŃSKA,1603
SZYSZKOWSKA,1603
GÓRAK,1601
MURZYN,1601
BRZOSTOWSKA,1600
KWIETNIEWSKA,1600
RACZEK,1600
SOROKA,1599
WOJCIESZAK,1599
MUZYKA,1597
STYCZEŃ,1597
KLEPACZ,1595
PELCZAR,1595
RYNKOWSKA,1592
ŻABICKA,1592
KRAWCZUK,1590
ŁOJEWSKA,1590
WIERCIŃSKA,1590
BUCKA,1589
GARUS,1589
PAŹDZIOR,1589
BAJ,1588
DYL,1588
KUBERA,1588
WĄCHAŁA,1588
LAZAR,1586
MICHALCZUK,1586
SZABŁOWSKA,1586
DERA,1585
JAROMIN,1585
SIERAKOWSKA,1585
BAR,1584
GŁĘBOCKA,1584
CURYŁO,1583
KARDASZ,1583
SULIKOWSKA,1582
KAROLEWSKA,1581
KOTŁOWSKA,1581
MROŻEK,1581
BERGER,1580
GRĘDA,1579
LIZAK,1579
NIEWIAROWSKA,1579
RÓŻALSKA,1579
TRZASKOWSKA,1579
KOLANO,1578
PYTLAK,1578
RAJCA,1576
WAŚKO,1576
DANKOWSKA,1575
FOKS,1573
ŁUSZCZYŃSKA,1572
PŁOŃSKA,1572
ILNICKA,1571
JADCZAK,1571
JAROŃ,1568
MATYSIK,1568
SNOPEK,1568
STANISZ,1567
TURKIEWICZ,1567
ZIĘTARA,1567
DUDZIC,1566
MAZUROWSKA,1565
GURGUL,1564
